"id","etiqueta_original","texto_original","top_terminos_tfidf"
"231","negativo","La costura viene mal hecha y se empezó a abrir.","abrir:1.8039, costura:1.7025, empezar:1.4015, venir:0.9336"
"232","negativo","El artículo no coincide con la descripción de la tienda.","tienda:1.2599, coincidir:0.9547, descripción:0.9380, artículo:0.8034, no:0.4735"
"233","negativo","El empaque no protegió nada, llegó todo golpeado.","proteger:1.8039, golpeado:1.2840, empaque:1.2161, no:0.5919"
"234","negativo","Muy mala experiencia, el pedido llegó equivocado.","equivocado:1.8039, experiencia:1.5292, pedido:1.1354, malo:1.0550"
"235","negativo","El producto no es resistente, se dobló muy fácil.","doblar:1.4431, fácil:1.0151, resistente:1.0151, producto:0.6363, no:0.4735"
"236","negativo","La crema llegó caducada, eso no debería pasar.","caducado:1.4431, pasar:1.4431, deber:1.1926, crema:1.0688, no:0.4735"
"237","negativo","La atención fue lenta y no solucionaron el problema.","solucionar:1.3620, atención:1.3045, lento:1.1926, problema:0.9153, no:0.4735"
"238","negativo","El juguete no prende aunque le puse pilas nuevas.","posar:1.2026, pila:1.0871, prender:0.9519, juguete:0.9040, aunque:0.5473"
"239","negativo","El producto es incómodo y de mala fabricación.","incómodo:1.8039, fabricación:1.5292, malo:1.0550, producto:0.7953"
"240","negativo","No sirve para lo que se anuncia, me decepcionó.","decepcionar:1.7025, anunciar:1.4015, servir:1.1108, no:0.5919"
"241","negativo","El paquete llegó sin sellos y con el artículo maltratado.","sello:1.4431, maltratado:1.0688, paquete:0.9226, artículo:0.8034, sin:0.6863"
"242","negativo","El color se despintó después del primer lavado.","despintar:2.4052, lavado:2.4052, color:1.5633"
"243","negativo","El producto llegó con piezas flojas y mal armado.","armado:1.8039, flojo:1.4907, pieza:1.2411, producto:0.7953"
"244","negativo","Me cobraron envío aunque decía que era gratis.","gratis:1.8039, cobrar:1.7025, envío:1.2161, aunque:0.8209"
"245","negativo","No recomiendo comprarlo, salió defectuoso y caro.","caro:1.3620, defectuoso:1.2599, salir:0.9728, recomeir:0.9015, no:0.4735"
"246","negativo","La experiencia fue mala desde el inicio: la app marcó error al pagar, después el pedido apareció como enviado y finalmente llegó un producto diferente.","enviado:0.6013, error:0.6013, finalmente:0.6013, inicio:0.6013, marcar:0.5675"
"247","negativo","El paquete venía abierto, el producto tenía marcas de uso y al intentar reportarlo no recibí una respuesta clara del vendedor.","respuesta:0.6560, marca:0.5930, intentar:0.5561, vendedor:0.5192, abierto:0.4728"
"248","negativo","Me decepcionó porque la publicación prometía buena calidad, pero el material se siente débil y el artículo falló casi de inmediato.","inmediato:0.6560, decepcionar:0.6191, débil:0.5930, prometer:0.4669, fallar:0.4380"
"249","negativo","No pude usar el producto porque llegó incompleto, sin manual y con una pieza rota; además, el soporte tardó demasiado en contestar.","roto:0.6522, contestar:0.6299, soporte:0.5963, manual:0.5344, incompleto:0.5136"
"250","negativo","El pedido llegó varios días tarde y en malas condiciones, la caja estaba aplastada y el artículo no funcionó correctamente.","mala:0.7216, aplastado:0.6522, correctamente:0.5344, condición:0.5136, tarde:0.4864"
"251","negativo","pues El set de bloques tardó mucho en llegar y llegó maltratado. pero bueno","bloque:0.9729, set:0.9318, maltratado:0.7634, llegar:0.7251, tardar:0.6882"
"252","negativo","Muy mala calidad del audífonos, no lo recomiendo.","audífono:1.1022, recomeir:0.9015, malo:0.8440, calidad:0.7029, no:0.4735"
"253","negativo","Muy mala calidad del mouse, no lo recomiendo.","mouse:1.0848, recomeir:0.9015, malo:0.8440, calidad:0.7029, no:0.4735"
"254","negativo","El muñeca venía abierto y con señales de uso.","muñeca:1.2234, señal:1.1926, abierto:1.0401, uso:0.9015, venir:0.7469"
"255","negativo","pues El blusa no coincide con la descripción. en fin","blusa:1.5748, coincidir:1.1933, descripción:1.1725, no:0.5919"
"256","negativo","Muy mala calidad del cable USB, no lo recomiendo. en fin","usb:0.9519, cable:0.8560, recomeir:0.7513, malo:0.7033, calidad:0.5857"
"257","negativo","No sirve el mochila, fue dinero perdido.","dinero:1.1659, perdido:1.1659, mochila:1.0848, servir:0.8886, no:0.4735"
"258","negativo","El licuadora se rompió al poco tiempo de usarlo.","romper:1.9038, licuadora:1.8370, tiempo:1.6377"
"259","negativo","El bocina tardó mucho en llegar y llegó maltratado. :(","maltratado:1.3360, bocina:1.3174, llegar:1.2689, tardar:1.2044"
"260","negativo","El perfume se rompió al poco tiempo de usarlo.","perfume:1.9038, romper:1.9038, tiempo:1.6377"
"261","negativo","mmm El vaso venía abierto y con señales de uso. en fin","vaso:1.0871, señal:0.9938, mmm:0.9716, abierto:0.8668, uso:0.7513"
"262","negativo","El short llegó dañado y no funciona.","short:1.5748, dañado:1.4015, funcionar:0.7998, no:0.5919"
"263","negativo","la verdad El muñeca llegó dañado y no funciona.","muñeca:1.5292, dañado:1.4015, funcionar:0.7998, no:0.5919"
"264","negativo","El peluche se rompió al poco tiempo de usarlo.","peluche:2.0998, romper:1.9038, tiempo:1.6377"
"265","negativo","No me gustó el tenis, se siente barato.","tenis:1.3560, barato:1.2689, gustar:0.9046, no:0.5919"
"266","negativo","mmm Pésima compra, el cargador falló rápido. jeje","pésimo:0.8518, mmm:0.8328, jeje:0.7873, cargador:0.7528, fallar:0.6882"
"267","negativo","No me gustó el gorra, se siente barato. jeje","gorra:1.1926, jeje:1.1022, barato:1.0151, gustar:0.7237, no:0.4735"
"268","negativo","sinceramente El pantalón llegó incompleto y nadie resolvió. la neta","sinceramente:1.1212, pantalón:1.1022, resolver:1.0848, incompleto:1.0272, neta:0.9547"
"269","negativo","la verdad No me gustó el pantalón, se siente barato. jeje","jeje:1.1022, pantalón:1.1022, barato:1.0151, gustar:0.7237, no:0.4735"
"270","negativo","ok, Muy mala calidad del protector solar, no lo recomiendo. en fin","protector:1.0871, solar:1.0871, recomeir:0.7513, malo:0.7033, calidad:0.5857"
"271","negativo","El power bank llegó dañado y no funciona.","dañado:1.1212, bank:1.0848, power:1.0848, funcionar:0.6398, no:0.4735"
"272","negativo","ok, No sirve el zapatos, fue dinero perdido. la neta","zapato:0.9938, dinero:0.9716, perdido:0.9716, neta:0.7955, servir:0.7405"
"273","negativo","El drone infantil no coincide con la descripción.","drone:1.2234, infantil:1.2234, coincidir:0.9547, descripción:0.9380, no:0.4735"
"274","negativo","Pésima compra, el freidora falló rápido. jeje","pésimo:0.9938, freidora:0.9519, jeje:0.9185, fallar:0.8030, comprar:0.7688"
"275","negativo","mmm El drone infantil no coincide con la descripción. la neta","mmmir:0.9729, drone:0.8739, infantil:0.8739, coincidir:0.6819, neta:0.6819"
"276","negativo","Muy mala calidad del secadora, no lo recomiendo.","secadora:1.2599, recomeir:0.9015, malo:0.8440, calidad:0.7029, no:0.4735"
"277","negativo","Pésima compra, el juguete falló rápido.","pésimo:1.1926, juguete:1.0848, fallar:0.9635, comprar:0.9226, rápido:0.8390"
"278","negativo","El chamarra venía abierto y con señales de uso.","señal:1.1926, chamarra:1.1423, abierto:1.0401, uso:0.9015, venir:0.7469"
"279","negativo","El tabla para picar venía abierto y con señales de uso.","picar:1.0871, tabla:1.0871, señal:0.9938, abierto:0.8668, uso:0.7513"
"280","negativo","ok, El short llegó dañado y no funciona. la neta","short:1.2599, dañado:1.1212, neta:0.9547, funcionar:0.6398, no:0.4735"
"281","negativo","sinceramente El cepillo llegó incompleto y nadie resolvió.!!!","cepillo:1.7025, sinceramente:1.4015, resolver:1.3560, incompleto:1.2840"
"282","negativo","El olla tardó mucho en llegar y llegó maltratado.","olla:1.6306, maltratado:1.3360, llegar:1.2689, tardar:1.2044"
"283","negativo","pues Muy mala calidad del jabón, no lo recomiendo. :)","jabón:1.1212, recomeir:0.9015, malo:0.8440, calidad:0.7029, no:0.4735"
"284","negativo","sinceramente El cargador venía abierto y con señales de uso.","señal:0.9938, sinceramente:0.9344, cargador:0.8783, abierto:0.8668, uso:0.7513"
"285","negativo","No sirve el chamarra, fue dinero perdido.","dinero:1.1659, perdido:1.1659, chamarra:1.1423, servir:0.8886, no:0.4735"
"286","negativo","Pésima compra, el sudadera falló rápido.","sudadera:1.2599, pésimo:1.1926, fallar:0.9635, comprar:0.9226, rápido:0.8390"
"287","negativo","No me gustó el camiseta, se siente barato.","camiseta:1.5292, barato:1.2689, gustar:0.9046, no:0.5919"
"288","negativo","El reloj inteligente llegó incompleto y nadie resolvió.","inteligente:1.4907, resolver:1.3560, incompleto:1.2840, reloj:1.2689"
"289","negativo","sinceramente Muy mala calidad del juego de mesa, no lo recomiendo. en fin","juego:0.8739, mesa:0.8739, sinceramente:0.8009, recomeir:0.6439, malo:0.6028"
"290","negativo","No sirve el juguete, fue dinero perdido.","dinero:1.1659, perdido:1.1659, juguete:1.0848, servir:0.8886, no:0.4735"
"291","negativo","No sirve el secadora, fue dinero perdido.","secadora:1.2599, dinero:1.1659, perdido:1.1659, servir:0.8886, no:0.4735"
"292","negativo","El figura se rompió al poco tiempo de usarlo.","figura:2.0390, romper:1.9038, tiempo:1.6377"
"293","negativo","la verdad El figura llegó incompleto y nadie resolvió. :(","figura:2.0390, resolver:1.8079, incompleto:1.7121"
"294","negativo","pues Muy mala calidad del perfume, no lo recomiendo. la neta","perfume:0.9519, neta:0.7955, recomeir:0.7513, malo:0.7033, calidad:0.5857"
"295","negativo","la verdad El teclado se rompió al poco tiempo de usarlo. jeje","teclado:1.4573, romper:1.4279, jeje:1.3777, tiempo:1.2283"
"296","negativo","No me gustó el mouse, se siente barato.","mouse:1.3560, barato:1.2689, gustar:0.9046, no:0.5919"
"297","negativo","ok, El peluche llegó incompleto y nadie resolvió. jeje","peluche:1.5748, jeje:1.3777, resolver:1.3560, incompleto:1.2840"
"298","negativo","ok, No sirve el gel, fue dinero perdido. pero bueno","gel:0.8999, dinero:0.8328, perdido:0.8328, bueno:0.6488, servir:0.6347"
"299","negativo","El jabón tardó mucho en llegar y llegó maltratado.","jabón:1.4015, maltratado:1.3360, llegar:1.2689, tardar:1.2044"
"300","negativo","Pésima compra, el vaso falló rápido.","vaso:1.3045, pésimo:1.1926, fallar:0.9635, comprar:0.9226, rápido:0.8390"
"301","neutro","Normal.","normal:5.1362"
"302","neutro","Regular.","regular:5.2007"
"303","neutro","Recibido.","recibido:6.5225"
"304","neutro","Cumple.","cumplir:3.7344"
"305","neutro","Sin comentarios.","comentario:3.2612, sin:1.7157"
"306","neutro","Todo estándar.","estándar:4.9643"
"307","neutro","Es básico.","básico:4.8642"
"308","neutro","Llegó.","llegar:5.0755"
"309","neutro","Funciona.","funcionar:3.1992"
"310","neutro","Producto simple.","simple:3.2612, producto:1.5907"
"311","neutro","esta normal","normal:5.1362"
"312","neutro","llego ok","llego:6.1170"
"313","neutro","sin novedad","novedad:3.6078, sin:1.7157"
"314","neutro","ni bien ni mal","bien:3.2838"
"315","neutro","cumple lo basico","basico:3.6078, cumplir:1.8672"
"316","neutro","es lo que dice","decir:2.4052, ser:2.4052, que:2.2700"
"317","neutro","pedido recibido","recibido:3.2612, pedido:2.2707"
"318","neutro","todo igual","igual:3.6078, todo:3.4051"
"319","neutro","uso normal","normal:2.5681, uso:2.2538"
"320","neutro","no destaca","destacar:3.4051, no:1.1837"
"321","neutro","El producto llegó en la fecha indicada y corresponde a la descripción.","fecha:1.1212, corresponder:1.0401, indicado:0.9635, descripción:0.9380, producto:0.6363"
"322","neutro","El artículo es funcional y cumple con lo básico.","funcional:1.4573, básico:1.2161, artículo:1.0042, cumplir:0.9336"
"323","neutro","Recibí el pedido sin problemas adicionales.","adicional:1.2234, recibir:0.9461, problema:0.9153, pedido:0.9083, sin:0.6863"
"324","neutro","El producto es normal, no destaca pero funciona.","destacar:1.1350, normal:0.8560, funcionar:0.5332, producto:0.5302, pero:0.4376"
"325","neutro","Llegó en buen estado y con el empaque cerrado.","cerrado:1.9038, empaque:1.6214, buen:1.1254"
"326","neutro","El artículo es igual al publicado en la tienda.","tienda:2.0998, publicado:1.9038, artículo:1.3390"
"327","neutro","La compra se realizó sin inconvenientes.","inconveniente:2.2700, compra:1.2448, sin:1.1438"
"328","neutro","El producto cumple su función de manera estándar.","función:1.3560, estándar:1.2411, cumplir:0.9336, producto:0.7953"
"329","neutro","El envío llegó dentro del tiempo estimado.","estimado:2.0998, tiempo:1.6377, envío:1.6214"
"330","neutro","El artículo recibido coincide con la orden de compra.","orden:1.4431, recibido:1.3045, coincidir:0.9547, artículo:0.8034, compra:0.7469"
"331","neutro","El producto tiene características básicas para uso diario.","característica:1.3045, diario:1.1926, básico:0.9728, uso:0.9015, producto:0.6363"
"332","neutro","La entrega fue normal y el paquete llegó completo.","normal:1.2840, paquete:1.1532, entrega:1.1441, completo:1.0678"
"333","neutro","El producto funciona como se indica en la descripción.","indicar:1.5292, descripción:1.1725, funcionar:0.7998, producto:0.7953"
"334","neutro","No tengo comentarios adicionales sobre el artículo.","comentario:1.6306, adicional:1.5292, artículo:1.0042, no:0.5919"
"335","neutro","El pedido llegó correctamente y sin observaciones.","observación:1.4279, correctamente:1.3360, pedido:1.1354, sin:0.8579"
"336","neutro","El artículo es adecuado para un uso sencillo.","adecuar:1.7025, sencillo:1.2840, uso:1.1269, artículo:1.0042"
"337","neutro","La talla corresponde a la guía publicada.","guía:1.4907, talla:1.4573, publicado:1.4279, corresponder:1.3002"
"338","neutro","El producto se recibió en condiciones aceptables.","aceptable:1.4573, condición:1.2840, recibir:1.1827, producto:0.7953"
"339","neutro","La caja llegó cerrada y el contenido completo.","contenido:1.7025, cerrado:1.4279, caja:1.1269, completo:1.0678"
"340","neutro","El producto es similar a otros artículos de la misma categoría.","categoría:1.7025, similar:1.5292, artículo:1.0042, producto:0.7953"
"341","neutro","La app permitió completar la compra sin cambios importantes.","permitir:1.0308, completar:0.8999, importante:0.8328, cambio:0.8159, app:0.7748"
"342","neutro","El artículo cumple con las especificaciones generales.","especificación:1.8039, general:1.4279, artículo:1.0042, cumplir:0.9336"
"343","neutro","El pedido fue entregado en el domicilio registrado.","domicilio:1.7025, registrado:1.6306, entregar:1.4573, pedido:1.1354"
"344","neutro","El producto tiene un diseño común y funcional.","común:1.8039, funcional:1.4573, diseño:1.3360, producto:0.7953"
"345","neutro","Recibí el producto y pude usarlo de forma normal.","forma:1.6306, normal:1.2840, recibir:1.1827, producto:0.7953"
"346","neutro","El envío se realizó conforme al tiempo señalado.","conforme:1.8039, señalado:1.7025, tiempo:1.2283, envío:1.2161"
"347","neutro","El artículo es sencillo y cumple lo necesario.","necesario:1.8039, sencillo:1.2840, artículo:1.0042, cumplir:0.9336"
"348","neutro","El producto llegó sin daños visibles.","daño:1.7025, visible:1.4907, sin:0.8579, producto:0.7953"
"349","neutro","La compra quedó registrada correctamente en la app.","registrado:1.6306, app:1.3560, correctamente:1.3360, compra:0.9336"
"350","neutro","El producto corresponde al modelo seleccionado.","seleccionado:1.7025, modelo:1.4907, corresponder:1.3002, producto:0.7953"
"351","neutro","El artículo funciona de acuerdo con su categoría.","categoría:2.2700, artículo:1.3390, funcionar:1.0664"
"352","neutro","El paquete llegó con el contenido esperado.","contenido:2.2700, esperado:1.9876, paquete:1.5376"
"353","neutro","El producto es de uso básico y presentación regular.","regular:1.0401, básico:0.9728, presentación:0.9301, uso:0.9015, producto:0.6363"
"354","neutro","La entrega fue realizada sin incidencias.","incidencia:2.4052, entrega:1.5255, sin:1.1438"
"355","neutro","El artículo no presenta fallas aparentes.","aparente:1.4431, presentar:1.0848, falla:0.9826, artículo:0.8034, no:0.4735"
"356","neutro","El producto tiene una calidad acorde al precio.","acorde:1.8039, precio:0.9754, calidad:0.8786, producto:0.7953"
"357","neutro","La información de la publicación coincide con el pedido.","información:1.4573, coincidir:1.1933, publicación:1.1827, pedido:1.1354"
"358","neutro","El producto llegó en condiciones normales.","condición:1.7121, normal:1.7121, producto:1.0605"
"359","neutro","El envío fue procesado de manera estándar.","procesar:2.4052, estándar:1.6548, envío:1.6214"
"360","neutro","El artículo es correcto para tareas simples.","tarea:1.8039, simple:1.6306, correcto:1.5292, artículo:1.0042"
"361","neutro","La compra fue completada y el producto fue entregado.","completar:1.5748, entregar:1.4573, compra:0.9336, producto:0.7953"
"362","neutro","El producto no tiene características especiales.","especial:1.8039, característica:1.6306, producto:0.7953, no:0.5919"
"363","neutro","El paquete llegó con los accesorios indicados.","accesorio:1.6214, indicado:1.6059, paquete:1.5376"
"364","neutro","La prenda corresponde al color seleccionado.","seleccionado:1.7025, prenda:1.5748, corresponder:1.3002, color:1.1725"
"365","neutro","El producto puede utilizarse para lo que fue comprado.","comprar:2.3065, producto:1.5907"
"366","neutro","La entrega se completó sin reportes adicionales.","report:1.4431, completar:1.2599, adicional:1.2234, entrega:0.9153, sin:0.6863"
"367","neutro","El artículo es como aparece en la descripción.","aparecer:1.9038, descripción:1.5633, artículo:1.3390"
"368","neutro","El producto tiene funcionamiento regular.","funcionamiento:2.2700, regular:1.7336, producto:1.0605"
"369","neutro","Recibí el pedido completo y sin cambios.","cambio:1.1423, recibir:0.9461, pedido:0.9083, completo:0.8542, sin:0.6863"
"370","neutro","El producto es adecuado para uso ocasional.","ocasional:1.8039, adecuar:1.7025, uso:1.1269, producto:0.7953"
"371","neutro","El artículo llegó con su empaque original.","original:2.1742, empaque:1.6214, artículo:1.3390"
"372","neutro","El proceso de compra fue normal.","proceso:2.4052, normal:1.7121, compra:1.2448"
"373","neutro","El producto cumple con lo indicado en la ficha.","ficha:1.8039, indicado:1.2044, cumplir:0.9336, producto:0.7953"
"374","neutro","La entrega llegó en el horario aproximado.","aproximado:2.4052, horario:2.4052, entrega:1.5255"
"375","neutro","El artículo se ve igual al mostrado en la publicación.","mostrado:1.9876, publicación:1.5769, artículo:1.3390"
"376","neutro","El pedido fue entregado sin modificaciones.","modificación:1.8039, entregar:1.4573, pedido:1.1354, sin:0.8579"
"377","neutro","El producto tiene un desempeño esperado.","desempeño:2.0390, esperado:1.9876, producto:1.0605"
"378","neutro","La app mostró correctamente el estado del pedido.","mostrar:1.4015, app:1.3560, correctamente:1.3360, pedido:1.1354"
"379","neutro","El artículo llegó en condiciones de uso.","condición:1.7121, uso:1.5025, artículo:1.3390"
"380","neutro","El producto es simple y cumple su propósito.","propósito:1.8039, simple:1.6306, cumplir:0.9336, producto:0.7953"
"381","neutro","La compra no presentó problemas relevantes.","relevante:1.4431, presentar:1.0848, problema:0.9153, compra:0.7469, no:0.4735"
"382","neutro","El paquete fue recibido en el tiempo señalado.","señalado:1.7025, tiempo:1.2283, recibir:1.1827, paquete:1.1532"
"383","neutro","El artículo corresponde a la cantidad solicitada.","cantidad:1.8039, solicitado:1.6306, corresponder:1.3002, artículo:1.0042"
"384","neutro","El producto es estándar dentro de su tipo.","tipo:2.4052, estándar:1.6548, producto:1.0605"
"385","neutro","La entrega fue registrada como completada.","completado:2.4052, registrar:2.4052, entrega:1.5255"
"386","neutro","El artículo puede usarse sin configuraciones complejas.","complejo:1.8039, configuración:1.8039, artículo:1.0042, sin:0.8579"
"387","neutro","El producto llegó con la información básica.","información:1.9431, básico:1.6214, producto:1.0605"
"388","neutro","La compra se realizó de manera habitual.","habitual:3.4051, compra:1.8672"
"389","neutro","El pedido llegó completo y sin comentarios adicionales.","comentario:1.3045, adicional:1.2234, pedido:0.9083, completo:0.8542, sin:0.6863"
"390","neutro","El producto tiene un uso sencillo.","sencillo:1.7121, uso:1.5025, producto:1.0605"
"391","neutro","El artículo fue entregado en el plazo indicado.","plazo:1.8039, entregar:1.4573, indicado:1.2044, artículo:1.0042"
"392","neutro","La presentación del producto es convencional.","convencional:2.4052, presentación:1.5502, producto:1.0605"
"393","neutro","El producto funciona de forma normal.","forma:1.6306, normal:1.2840, funcionar:0.7998, producto:0.7953"
"394","neutro","El pedido coincide con lo solicitado en la app.","solicitado:1.6306, app:1.3560, coincidir:1.1933, pedido:1.1354"
"395","neutro","El artículo llegó correctamente y se puede utilizar.","utilizar:2.4052, correctamente:1.7813, artículo:1.3390"
"396","neutro","El producto fue recibido dentro del periodo estimado; al revisarlo, corresponde al modelo publicado y no se identificaron diferencias importantes.","diferencia:0.6560, identificar:0.6560, periodo:0.6560, estimado:0.5727, modelo:0.5421"
"397","neutro","La compra se completó de forma habitual, el seguimiento mostró los cambios de estado y el artículo llegó con las características indicadas.","habitual:0.6810, característica:0.6522, forma:0.6522, completar:0.6299, seguimiento:0.6299"
"398","neutro","El paquete contenía el producto solicitado y los accesorios mencionados en la descripción; no se realizaron observaciones adicionales.","mencionado:0.7216, solicitado:0.6522, adicional:0.6117, contener:0.5963, observación:0.5712"
"399","neutro","El artículo tiene un funcionamiento básico, suficiente para el uso indicado en la publicación, sin elementos destacables.","destacable:0.7216, elemento:0.7216, suficiente:0.7216, funcionamiento:0.6810, básico:0.4864"
"400","neutro","La entrega se realizó en el domicilio registrado y el producto coincide con la información general que aparece en la tienda.","domicilio:0.7567, registrado:0.7247, tienda:0.6999, información:0.6477, aparecer:0.6346"
"401","neutro","El pantalón puede usarse para lo indicado.","pantalón:2.7554, indicado:2.4089"
"402","neutro","El cargador tiene presentación estándar.","cargador:1.7566, estándar:1.6548, presentación:1.5502"
"403","neutro","sinceramente La compra del secadora se realizó sin cambios.!!!","secadora:1.2599, cambio:1.1423, sinceramente:1.1212, compra:0.7469, sin:0.6863"
"404","neutro","El cargador llegó completo y sin observaciones.","observación:1.4279, cargador:1.3174, completo:1.0678, sin:0.8579"
"405","neutro","El teclado llegó en condiciones normales.","teclado:1.9431, condición:1.7121, normal:1.7121"
"406","neutro","mmm Recibí el reloj inteligente dentro del tiempo estimado. :)","estimado:1.0499, inteligente:0.9938, mmm:0.9716, reloj:0.8459, tiempo:0.8188"
"407","neutro","El jabón es igual al publicado.","publicado:2.8558, jabón:2.8031"
"408","neutro","La compra del zapatos se realizó sin cambios.","zapato:1.4907, cambio:1.4279, compra:0.9336, sin:0.8579"
"409","neutro","El reloj inteligente llegó completo y sin observaciones.","inteligente:1.1926, observación:1.1423, reloj:1.0151, completo:0.8542, sin:0.6863"
"410","neutro","El protector solar corresponde a la descripción.","protector:1.6306, solar:1.6306, corresponder:1.3002, descripción:1.1725"
"411","neutro","El chamarra cumple con lo básico.","chamarra:1.9038, básico:1.6214, cumplir:1.2448"
"412","neutro","El cable USB cumple con lo básico.","usb:1.4279, cable:1.2840, básico:1.2161, cumplir:0.9336"
"413","neutro","mmm El gel tiene presentación estándar.!!!","gel:1.5748, mmm:1.4573, estándar:1.2411, presentación:1.1627"
"414","neutro","pues El taza corresponde a la descripción. jeje","taza:1.7025, jeje:1.3777, corresponder:1.3002, descripción:1.1725"
"415","neutro","El mouse cumple con lo básico.","mouse:1.8079, básico:1.6214, cumplir:1.2448"
"416","neutro","El tablet cumple con lo básico.","tablet:2.0998, básico:1.6214, cumplir:1.2448"
"417","neutro","El power bank puede usarse para lo indicado.","bank:1.8079, power:1.8079, indicado:1.6059"
"418","neutro","El muñeca llegó en condiciones normales.","muñeca:2.0390, condición:1.7121, normal:1.7121"
"419","neutro","El olla corresponde a la descripción.","olla:2.1742, corresponder:1.7336, descripción:1.5633"
"420","neutro","El tablet tiene presentación estándar.","tablet:2.0998, estándar:1.6548, presentación:1.5502"
"421","neutro","El perfume tiene presentación estándar. en fin","perfume:1.9038, estándar:1.6548, presentación:1.5502"
"422","neutro","El tabla para picar funciona de manera regular.","funciona:1.8039, picar:1.6306, tabla:1.6306, regular:1.3002"
"423","neutro","El juego de mesa tiene presentación estándar.","juego:1.5292, mesa:1.5292, estándar:1.2411, presentación:1.1627"
"424","neutro","El juguete funciona de manera regular.","juguete:1.8079, regular:1.7336, funcionar:1.0664"
"425","neutro","El gorra corresponde a la descripción.","gorra:1.9876, corresponder:1.7336, descripción:1.5633"
"426","neutro","El freidora tiene presentación estándar.","freidora:1.9038, estándar:1.6548, presentación:1.5502"
"427","neutro","El licuadora llegó en condiciones normales.","licuadora:1.8370, condición:1.7121, normal:1.7121"
"428","neutro","El zapatos es igual al publicado.","zapato:2.9814, publicado:2.8558"
"429","neutro","la verdad El cuchillo funciona de manera regular.","cuchillo:2.2700, regular:1.7336, funcionar:1.0664"
"430","neutro","La compra del licuadora se realizó sin cambios.","cambio:1.4279, licuadora:1.3777, compra:0.9336, sin:0.8579"
"431","neutro","El shampoo tiene presentación estándar.","shampoo:2.1742, estándar:1.6548, presentación:1.5502"
"432","neutro","ok, El teclado llegó en condiciones normales. :)","teclado:1.9431, condición:1.7121, normal:1.7121"
"433","neutro","El rompecabezas puede usarse para lo indicado.","rompecabezas:3.4051, indicado:2.4089"
"434","neutro","La compra del plancha de cabello se realizó sin cambios.","cabello:1.2599, cambio:1.1423, plancha:1.1212, compra:0.7469, sin:0.6863"
"435","neutro","la verdad El gorra tiene presentación estándar.","gorra:1.9876, estándar:1.6548, presentación:1.5502"
"436","neutro","El power bank es igual al publicado.","publicado:1.9038, bank:1.8079, power:1.8079"
"437","neutro","sinceramente Recibí el chamarra dentro del tiempo estimado. :(","estimado:1.2599, chamarra:1.1423, sinceramente:1.1212, tiempo:0.9826, recibir:0.9461"
"438","neutro","El molde llegó completo y sin observaciones. :)","molde:1.5748, observación:1.4279, completo:1.0678, sin:0.8579"
"439","neutro","El camiseta es igual al publicado. :(","camiseta:3.0585, publicado:2.8558"
"440","neutro","El blusa llegó completo y sin observaciones.","blusa:1.5748, observación:1.4279, completo:1.0678, sin:0.8579"
"441","neutro","El audífonos corresponde a la descripción.","audífono:1.8370, corresponder:1.7336, descripción:1.5633"
"442","neutro","El carrito tiene presentación estándar. :(","carrito:2.4052, estándar:1.6548, presentación:1.5502"
"443","neutro","El power bank tiene presentación estándar.","bank:1.3560, power:1.3560, estándar:1.2411, presentación:1.1627"
"444","neutro","El freidora corresponde a la descripción.","freidora:1.9038, corresponder:1.7336, descripción:1.5633"
"445","neutro","la verdad El short puede usarse para lo indicado.","short:3.1497, indicado:2.4089"
"446","neutro","La compra del molde se realizó sin cambios.","molde:1.5748, cambio:1.4279, compra:0.9336, sin:0.8579"
"447","neutro","El pelota llegó completo y sin observaciones.","pelota:1.5748, observación:1.4279, completo:1.0678, sin:0.8579"
"448","neutro","El drone infantil puede usarse para lo indicado.","drone:2.0390, infantil:2.0390, indicado:1.6059"
"449","neutro","El crema cumple con lo básico.!!!","crema:1.7813, básico:1.6214, cumplir:1.2448"
"450","neutro","ok, El mouse llegó completo y sin observaciones. pero bueno","observación:0.9519, mouse:0.9040, bueno:0.7569, completo:0.7119, sin:0.5719"
"451","mixto","Bien, pero tarde.","tarde:1.6214, bien:1.0946, pero:0.8752"
"452","mixto","Funciona, pero llegó golpeado.","golpeado:1.7121, funcionar:1.0664, pero:0.8752"
"453","mixto","Me gustó, pero no tanto.","gustar:1.2061, pero:0.8752, no:0.7892"
"454","mixto","Bueno aunque caro.","caro:2.2700, bueno:1.5138, aunque:1.0946"
"455","mixto","Sirve, pero raro.","raro:2.2700, servir:1.4810, pero:0.8752"
"456","mixto","Chido pero tardado.","tardado:2.4052, chido:2.2700, pero:0.8752"
"457","mixto","Bonito pero chico.","chico:2.2700, bonito:1.6214, pero:0.8752"
"458","mixto","Funciona pero se calienta.","calentar:1.8687, funcionar:1.0664, pero:0.8752"
"459","mixto","Cumple pero pudo ser mejor.","mejor:1.3674, cumplir:1.2448, pero:0.8752"
"460","mixto","Ok pero incompleto.","incompleto:2.5681, pero:1.3128"
"461","mixto","esta padre pero tardo","padre:2.2700, tardo:2.2700, pero:0.8752"
"462","mixto","funciona bn pero venia golpeado","venia:1.6306, golpeado:1.2840, funcionar:0.7998, pero:0.6564"
"463","mixto","me gusto pero llego tarde","llegar:1.2689, tarde:1.2161, gustar:0.9046, pero:0.6564"
"464","mixto","esta bonito aunq venia sucio","aunq:1.8039, sucio:1.6306, venia:1.6306, bonito:1.2161"
